게시판코드,데이터코드,데이터코드,데이터그룹코드,데이터그룹명,게시판명,본문,조회수,공지여부,공개여부,시작일,종료일,전자정부코드,전자정부코드명,저작물분류코드,공모저작물등록일,기관코드,기관코드명
KOGL_006,A006,게시판,FAQ-81,FAQ,"회원가입 시, 중복되는 주민번호가 있다고 나옵니다.","회원가입 시 주민등록번호가 중복된다고 나오는 경우는 이전에 가입한 사실이 있거나,일시적인 시스템 오류일 경우가 있습니다. 공공누리 사이트 하단에 대표번호로 연락 주시면 점검·조치해 드리겠습니다.※ 2014년 부터 주민등록번호 인증은 삭제되며, 아이핀과 휴대폰인증 만으로 운영됩니다.​",0,Y,Y,2017-12-08,2017-12-08,40250306,한국문화정보원,doc,2017-12-08,40250306,한국문화정보원
KOGL_006,A006,게시판,FAQ-85,FAQ,일반이용자도 회원 가입이 가능한가요,"일반 이용자(ㅇ​)- 공공누리 사이트에서 일반이용자는 회원 가입 및 로그인을 통해 추천공공저작물 및 연계 공공저작물을 다운로드 이용 가능하며,  이외 서비스는 회원가입 및 로그인 없이 이용 하실 수 있습니다. 공공기관 이용자(ㅇ)- 회원 가입은 공공기관 이용자의 공공저작물 관리를 위해 필요한 부분입니다. ",0,Y,Y,2017-12-05,2017-12-05,40250306,한국문화정보원,doc,2017-12-05,40250306,한국문화정보원
KOGL_019,A019,게시판,FAQ-1,FAQ,왜 일부 공공저작물은 공공누리 사이트에 있지 않고 사용료를 내야하는 공공저작권 신탁사이트(alright.or.kr)에서 이용가능 한가요,"기관이 저작권 전부를 보유하였어도, 공공저작물이 한국저작권위원회에 등록되어 국유재산 및 공유재산으로 관리되는 경우 한국문화정보원에서 신탁 관리가 가능합니다.",0,Y,Y,2017-12-07,2017-12-07,40250306,한국문화정보원,doc,2017-12-06,40250306,한국문화정보원
KOGL_019,A019,게시판,FAQ-2,FAQ,공공누리 사이트에서 안내되는 저작물의 저작권은 누구한테 있나요,모든 저작물의 저작권은 제공하는 기관에 있습니다. 공공누리 사이트는 저작물이 있는 곳을 알려주는 안내 · 활용 사이트라고 생각하시면 됩니다.,0,Y,Y,2017-12-07,2017-12-07,40250306,한국문화정보원,doc,2017-12-07,40250306,한국문화정보원
KOGL_019,A019,게시판,FAQ-3,FAQ,공공누리 저작물 이용조건 외에 다른 용도로 활용하려면 어떻게 해야 하나요,공공누리저작물을 제공하는 공공기관에 문의하시어 이용허락을 직접 받으셔야 합니다.,0,Y,Y,2017-12-07,2017-12-07,40250306,한국문화정보원,doc,2017-12-08,40250306,한국문화정보원
KOGL_019,A019,게시판,FAQ-4,FAQ,블로그나 SNS 에도 공공저작물 자유이용 정책이 적용되나요,공공저작물 자유이용 정책은 대표 홈페이지뿐만 아니라 블로그 및 SNS에 올린 글이나 사진에도 적용됩니다.,0,Y,Y,2017-12-08,2017-12-08,40250306,한국문화정보원,doc,2017-12-09,40250306,한국문화정보원
KOGL_019,A019,게시판,FAQ-5,FAQ,공공누리 저작물에 대한 저작권 문의는 어디에서 하면 되나요,공공누리저작물 저작권 문의는 제공기관 홈페이지에서 해주시면 됩니다. 이외에 기타 문의사항은 저희 공공누리 사이트 Q&A 섹션에 문의해주시면 됩니다.,0,Y,Y,2017-12-08,2017-12-08,40250306,한국문화정보원,doc,2017-12-10,40250306,한국문화정보원
KOGL_019,A019,게시판,FAQ-6,FAQ,저작권 보호기간이 만료된 저작물은 출처 표시 없이 사용이 가능한가요,"저작권 보호기간이 만료되었다는 의미는 '저작재산권'의 보호기간을 상정한 것이고,저작인격권의 경우 일신전속적인 권리입니다(참고로 저작권법 제39조 이하에서도 저작재산권의 보호기간이라고 명시하고 있습니다). 또한 저작권 보호기간이 만료된 저작물이라고 하더라도 이를 기반으로 한 2차적 저작물이 생성된 경우도 있으므로, 저작물을 이용하실 때 출처를 표시하시고 이용하시기를 권고 드립니다.ex) 에펠탑의 경우 에펠탑의 저작권 보호기간은 만료되었으나,에펠탑에 설치된 조명은 저작권 보호기간이 만료되지 않았기 때문에 에펠탑에 조명이 켜진 야경 등을 무단으로 이용하는 경우 저작권법 위반에 해당할 수 있습니다.",0,Y,Y,2017-12-07,2017-12-07,40250306,한국문화정보원,doc,2017-12-11,40250306,한국문화정보원
KOGL_019,A019,게시판,FAQ-7,FAQ,기관과 민간이 협업하여 사업을 진행하는데 민간의 저작물에도 공공누리를 부착해도 되나요,기관과 민간이 협업하여 제작한 저작물이 자유이용에 적합한 경우 기관은 민간 저작자로부터 저작재산권을 양도받거나 공공누리 적용에 대한 동의를 받은 후 공공누리를 부착 할 수 있습니다.공공누리 부착에 대한 동의를 받은 경우 민간 저작자가 원하는 유형을 적용할 수 있습니다.,0,Y,Y,2017-12-07,2017-12-07,40250306,한국문화정보원,doc,2017-12-12,40250306,한국문화정보원
KOGL_019,A019,게시판,FAQ-8,FAQ,외국의 공공저작물에 대해서도 우리나라 저작권법의 적용이 가능한가요,외국의 공공저작물은 해당국의 저작권법에 따라 개방 여부가 달리 정해질 수 있으므로 개별 검토가 필요합니다. 또한 국제 협약에 따라 저작권법 적용 여부가 달라질 수 있으므로 공표 기관의 동의를 얻은 후 이용하는 것이 안전합니다.,0,Y,Y,2017-12-07,2017-12-07,40250306,한국문화정보원,doc,2017-12-13,40250306,한국문화정보원
KOGL_019,A019,게시판,FAQ-9,FAQ,이용하고 있는 공공저작물에 대한 재이용허락을 할 수 있나요,공공누리가 적용된 공공저작물을 이용하는 이용자가 동일한 유형을 부착하여 다시 제공하는 '재이용허락'은 허용되지 않고 있습니다. 재이용자는 해당 저작물의 이용조건을 확인 후 이용해야 합니다.,0,Y,Y,2017-12-07,2015-11-11,40250306,한국문화정보원,doc,2017-12-14,40250306,한국문화정보원
KOGL_019,A019,게시판,FAQ-10,FAQ,공공저작물에 표시할 공공누리 유형은 어떻게 분류하나요,"저작권법 제 24조의2(공공저작물 자유이용) 및 공공데이터법의 도입 취지상 저작재산권을 전부 보유하여 자유이용이 가능한 공공저작물은 공공누리 제 1유형을 적용하여 개방하는 것이 원칙입니다.*공공누리 제2유형과 제4유형은 공공데이터법이 규정하고 있는 원칙(영리적 이용 제한 금지)에 반하는 면이 있으므로, 해당 공공저작물이 공공데이터법상 제공 예외사유(제17조) 및 저작원법 제24조의2 제1항 각호의예외사유에 해당하지 않는다면 그 적용이 제한된다고 볼 수 있습니다.",0,Y,Y,2017-12-08,2017-12-08,40250306,한국문화정보원,doc,2017-12-15,40250306,한국문화정보원
KOGL_019,A019,게시판,FAQ-11,FAQ,"외부 필진이 일부 참여하여 작성한 보고서, 뉴스레터 기고문, 인포그래픽 자료 등을 개방하려면 어떻게 해야 하나요",공동 저작자 전원으로부터 저작재산권을 양도받거나 자유이용허락 동의를 받아야 합니다.(1유형 부착 시 2차적저작물 작성권까지 양도받거나 1유형 부착에 대한 자유이용허락 동의가 필요합니다.),0,Y,Y,2017-12-08,2017-12-08,40250306,한국문화정보원,doc,2017-12-16,40250306,한국문화정보원
KOGL_019,A019,게시판,FAQ-12,FAQ,국가 안보에 관련된 부분이 많이 포함되어 있는 공공저작물을 영리 목적으로 이용할 수 있도록 해달라는 요청을 받았습니다. 제공을 해야 하나요,저작권법 제24조의2 제1항 제1호에 따라 국가안전보장에 관련되는 정보를 포함하는 저작물은 자유이용 대상이 아닙니다. 이를 이유로 제공 거부할 수 있습니다.,0,Y,Y,2017-12-05,2017-12-05,40250306,한국문화정보원,doc,2017-12-17,40250306,한국문화정보원
KOGL_019,A019,게시판,FAQ-13,FAQ,오프라인 공공저작물에는 어떻게 공공누리 표시 하나요,"이용방법은 하단의 내용과 같습니다.- 공공누리 마크 다운로드 : 공공누리 홈페이지 - 공공누리 유형은 간행물의 우측 상단에 표기- 간행물의 위쪽 1cm, 오른쪽 1cm 공간배정- 간행물의 크기와 상관없이 공공누리 유형별 표준화된 크기 적용*위 가이드라인을 준용하되, 디자인 요소를 고려하여 크기, 위치 조정 가능.",0,Y,Y,2017-12-08,2017-12-08,40250306,한국문화정보원,doc,2017-12-18,40250306,한국문화정보원
KOGL_019,A019,게시판,FAQ-14,FAQ,"기관에서 공공저작물의 저작권은 100% 가지고 있지만, 1유형이 아닌 다른 유형을 부착하고 싶습니다. 가능한가요",저작권법 제 24조의2(공공저작물 자유이용) 및 공공데이터법의 도입 취지상 저작재산권을 전부 보유하여 자유이용이 가능한 공공저작물은 공공누리 제 1유형을 적용하여 개방하는 것이 원칙입니다.,0,Y,Y,2017-12-08,2017-12-08,40250306,한국문화정보원,doc,2017-12-19,40250306,한국문화정보원
KOGL_019,A019,게시판,FAQ-15,FAQ,저작권 계약을 '2차적저작물 작성권'을 포함하는 방향으로 수정하고 싶습니다. 변경되는 내용을 기술한 이메일 내용으로 계약의 변경을 갈음할 수 있나요,"계약은 청약과 승낙으로 성립하며, 원칙적으로 특별한 형식이 요구되는 것은 아닙니다. 따라서, '2차적저작물 작성권'을 포함하는 수정된 계약서를 상대방에게 메일로 보내드리고, 이에 대해 상대방이 승낙을 하는 경우 변경된 내용으로 계약이 성립하게 됩니다.다만, 향후 분쟁 발생을 미연에 방지하기 위해 계약의 우선 순위 및 수정된 앵용의 발효일을 명시하는 것이 바람직합니다.",0,Y,Y,2017-12-08,2017-12-08,40250306,한국문화정보원,doc,2017-12-20,40250306,한국문화정보원
KOGL_019,A019,게시판,FAQ-16,FAQ,저작재산권을 양도받을 때 저작인격권도 양도받을 수 있을까요,"저작재산권은 저작물에 대한 저작자의 경제적 이익을 보전해주기 위한 권리이나, 저작인격권은 저작물에 대한 저작자의 명예나 성망 등을 보호하기 위하여 저작자에게 부여된 권리이기 때문에 양도의 대상이 되지 않습니다.",0,Y,Y,2017-12-08,2017-12-08,40250306,한국문화정보원,doc,2017-12-21,40250306,한국문화정보원
KOGL_019,A019,게시판,FAQ-17,FAQ,"제작시기가 오래 지난 자료는 일일이 저작자들을 찾아 양도계약서를 받아야 하는 건가요, 아니면 따로 이용허락을 받고 사용하도록 하면 되는 건가요",서면주의 원칙에 따라 저작자 확인이 되는 자료들에 대해서는 예전자료이더라도 양도계약서를 받아놓는 것이 좋습니다. 또한 양도계약을 받을 수 없는 경우에는 이용여부를 확인한 후에 제공해야 합니다. 보통 공공기관의 문서 보존 기한은 5년이기 때문에 5년이 지난 계약서들은 대부분 폐기되어 저작권에 대한 내용을 찾기 어려울 수 있습니다. 권리 확인에 대한 컨설팅이 필요하다면 한국문화정보원에서 운영 중인 개방지원센터를 활용하실 수 있습니다.*한국문화정보원 공공저작물 개방지원센터 (1670-0052),0,Y,Y,2017-12-08,2017-12-08,40250306,한국문화정보원,doc,2017-12-22,40250306,한국문화정보원
KOGL_019,A019,게시판,FAQ-18,FAQ,국가 및 지방자치단체의 로고나 마스코트에 관하여 공공누리 부착이 가능한가요,로고나 마스코트의 경우도 창작성이 있다면 저작권법상 미술저작물로 보호될 수 있습니다. 또한 국가 또는 지방자치단체에 저작권이 모두 귀속되어 있다면 공공누리 부착이 가능합니다. 다만 지방자치단체의 CI 등이 민간 업체에서 자유롭게 이용될 경우 공표자 오인 등 문제가 발생할 수 있으므로 상표 등록 후 별도로 관리할 것을 권고 드립니다.,0,Y,Y,2017-12-08,2017-12-08,40250306,한국문화정보원,doc,2017-12-23,40250306,한국문화정보원
KOGL_019,A019,게시판,FAQ-19,FAQ,초상 이용 동의가 없는 경우 공공누리 제4유형을 부착할 수 없나요,보호될 수 있는 초상이 포함된 사진은 원칙적으로 초상 주체의 동의를 받은 후 이용할 수 있습니다. 때문에 초상 이용 동의가 없다면 공공누리 제4유형도 부착할 수 없습니다. 이 경우 다른 제한 사유가 없다면 식별 가능한 초상을 모자이크 처리한 후 공공누리 제1유형을 부착하는 것이 가능합니다.,0,Y,Y,2017-12-08,2017-12-08,40250306,한국문화정보원,doc,2017-12-24,40250306,한국문화정보원
KOGL_019,A019,게시판,FAQ-20,FAQ,검색된 공공누리 저작물은 어떻게 제공받을 수 있나요,"공공누리 사이트에서 원본파일을 제공하는 경우 파일명을 클릭하여 다운로드 하시거나,제공하는 링크를 통해 제공기관 홈페이지에서 직접 다운로드 받아 이용할 수 있습니다. *다운로드 기능이 없을 시, 해당 기관 담당자에게 별도 연락하여 요청하셔야 합니다.",0,Y,Y,2017-12-14,2017-12-14,40250306,한국문화정보원,doc,2017-12-25,40250306,한국문화정보원
